context,pun_word,alter_word,pun_word_sense,alter_word_sense,new_pun,user_pun
"calendar,twelve months,thief,stole",steal,steal,take without the owner's consent,steal a base,yes,"The thief is like a professional baseball player, he is so focus on his next steal"
"calendar,twelve months,thief,stole",wreckoning,reckon,a serious accident (usually involving one or more vehicles),deem to be,no,{}
"interest,lends,poor",got,got,come into the possession of something concrete or abstract,receive as a retribution or punishment,no,{}
"interest,lends,poor",still,still,an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed,(poetic) tranquil silence,no,{}
"interest,lends,poor",manor,manner,the mansion of a lord or wealthy person,a way of acting or behaving,no,{}
"flock together,priest,robins",archly,arch,in an arch manner; with playful slyness or roguishness,a curved bony structure supporting or enclosing organs (especially the inner sides of the feet),no,{}
"flock together,priest,robins",littering,littering,give birth to a litter of animals,make a place messy by strewing garbage around,no,{}
"flock together,priest,robins",lamb,lam,young sheep,a rapid escape (as by criminals),yes,The hungry robins who usually flock together with the priests stole a deer and made a lam for it
"friends,out,ropes",cuts,cuts,the act of reducing the amount or number,the act of shortening something by chopping off the ends,yes,"My friend was out shortening the ropes, but he had to many so he had to make some cuts"
"friends,out,ropes",hail,hell,enthusiastic greeting,noisy and unrestrained mischief,yes,"Our friend likes jumping on ropes, but he couldn't do it today due to the hail of a storm that was forecasted"
"friends,out,ropes",Jerky,Jerky,meat (especially beef) cut in strips and dried in the sun,marked by abrupt transitions,no,{}
martini,espresso,express,strong black coffee brewed by forcing hot water under pressure through finely ground coffee beans,the act of waiting (remaining inactive in one place while expecting something),no,{}
martini,beet,beat,round red root vegetable,"come out better in a competition, race, or conflict",yes,Martinis should not be beet to death with liquor
martini,whine,wine,a complaint uttered in a plaintive whining way,fermented juice (of grapes especially),yes,"I dont like martini when I cry, I prefer whine"
"bread,bakers",cannily,cannes,with foresight,a port and resort city on the French Riviera; site of an annual film festival,no,{}
"bread,bakers",toasted,toasted,make brown and crisp by heating,propose a toast to,no,{}
"bread,bakers",waffle,awful,pancake batter baked in a waffle iron,extreme in degree or extent or amount or impact,yes,The bread bakers don't like things that taste waffle
"company football team,meeting,get together",board,board,a committee having supervisory powers,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,yes,"The football team played on a wooden field, they were on board"
"company football team,meeting,get together",party,party,an organization to gain political power,a group of people gathered together for pleasure,no,{}
"company football team,meeting,get together",sign,sign,cease broadcasting; get off the air; as of radio stations,communicate in sign language,no,{}
"meteorologists,under the",illuminating,illuminating,tending to increase knowledge or dissipate ignorance,make free from confusion or ambiguity; make clear,yes,The meteorologist looked under his desk where he saw an illuminating reflection of himself
"meteorologists,under the",impact,impact,the striking of one body against another,a forceful consequence; a strong effect,no,{}
"meteorologists,under the",seriously,sirius,in a serious manner,the brightest star in the sky; in Canis Major,yes,The meterologist found some scary weather information related to a star but nobody took him sirius
"trip,vacation,nuclear physicist",mist,miss,a thin fog with condensation near the ground,fail to perceive or to catch with the senses or the mind,yes,"The nuclear physicist wanted to take a vacation, but due to the fog, he mist it."
"trip,vacation,nuclear physicist",metal,mettle,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.,the courage to carry on,no,{}
"trip,vacation,nuclear physicist",illuminating,illuminating,tending to increase knowledge or dissipate ignorance,make free from confusion or ambiguity; make clear,no,{}
"insomnia,awake",mist,miss,a thin fog with condensation near the ground,fail to perceive or to catch with the senses or the mind,yes,"He had insomnia and was fully awake, and he realized how much he mist those foggy days when he could sleep well."
"insomnia,awake",potty,potty,a receptacle for urination or defecation in the bedroom,marked by foolish or unreasoning fondness,no,{}
"insomnia,awake",refluxes,reflex,an abnormal backward flow of body fluids,an automatic instinctive unlearned reaction to a stimulus,no,{}
guitarists,acquit,quit,pronounce not guilty of criminal charges,put an end to a state or an activity,yes,The four guitarists were tired of playing music in jail so they decided to acquit
guitarists,seriously,sirius,in a serious manner,the brightest star in the sky; in Canis Major,no,{}
guitarists,tips,tips,a relatively small amount of money given for services rendered (as by a waiter),the extreme end of something; especially something pointed,no,{}
"basketball,give",go,go,become extinguished,leave the house to go somewhere,no,{}
"basketball,give",try,try,make an effort or attempt,put on trial or hear a case and sit as the judge at the trial of,no,{}
"basketball,give",score,score,a resentment strong enough to justify retaliation,the act of scoring in a game or sport,yes,"The basketball player hated his opponent, so he had to settle the score"
"cheese,breath,waited,cat ate,mouse",Rabbit,rapid,any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food,characterized by speed; moving with or capable of moving with high speed,yes,"The cat ate the mouse who had cheese breath, but he did it very quickly, quite rabbit."
